1,Food Point Dumbravita,https://tazz.ro/timisoara/food-point-dumbravita/3627/partener,Italian 
2,Sis Kebab Lipovei,https://tazz.ro/timisoara/sis-kebab-lipovei/4094/partener,Turcesc 
3,Street Coffee Roasters,https://tazz.ro/timisoara/street-coffee-roasters/4567/partener,Internațional 
4,Senneville Gheorghe Lazar,https://tazz.ro/timisoara/senneville-gheorghe-lazar/257/partener,Alimente și Băuturi 
5,Neata Omelette Bistro Iulius Mall,https://tazz.ro/timisoara/neata-omelette-bistro-iulius-mall/3153/partener,Internațional 
6,Guau Cafe y Pan,https://tazz.ro/timisoara/guau-cafe-y-pan/1766/partener,Internațional 
7,Statia de Cafea,https://tazz.ro/timisoara/statia-de-cafea/1720/partener,Internațional 
8,Langosi Uriasi,https://tazz.ro/timisoara/langosi-uriasi/4112/partener,Internațional 
9,Kunde,https://tazz.ro/timisoara/kunde/4899/partener,Internațional 
10,Al Caminetto,https://tazz.ro/timisoara/al-caminetto/4297/partener,Internațional 
11,HOTTY VIENNA STREET FOOD,https://tazz.ro/timisoara/hotty-vienna-street-food/3901/partener,Internațional 
12,Shizen Sushi Bar,https://tazz.ro/timisoara/shizen-sushi-bar/387/partener,Japonez 
13,Donna Anna Cuisine,https://tazz.ro/timisoara/donna-anna-cuisine/4201/partener,Internațional 
14,Zaza Resto Pub,https://tazz.ro/timisoara/zaza-resto-pub/4326/partener,Internațional 
15,Hangry Monkey,https://tazz.ro/timisoara/hangry-monkey/4477/partener,Internațional 
16,Ribs Grill Delivery,https://tazz.ro/timisoara/ribs-grill-delivery/3991/partener,Internațional 
17,Epic Burgery,https://tazz.ro/timisoara/epic-burgery/4820/partener,Internațional 
18,La Trattoria - Cucina Moderna,https://tazz.ro/timisoara/la-trattoria-cucina-moderna/4691/partener,Internațional 
19,Usta Doner Torontalului,https://tazz.ro/timisoara/usta-doner-torontalului/1469/partener,Turcesc 
20,Sushi Master Timisoara,https://tazz.ro/timisoara/sushi-master-timisoara/1861/partener,Asiatic 
21,Casa Sofia,https://tazz.ro/timisoara/casa-sofia/4688/partener,Internațional 
22,Drunken Rat,https://tazz.ro/timisoara/drunken-rat/303/partener,Internațional 
23,Fresh Kebab Centru,https://tazz.ro/timisoara/fresh-kebab-centru/199/partener,Internațional 
24,Berarescu,https://tazz.ro/timisoara/berarescu/516/partener,Internațional 
25,Usta Doner Sagului,https://tazz.ro/timisoara/usta-doner-sagului/4614/partener,Turcesc 
26,Subway Timisoara,https://tazz.ro/timisoara/subway-timisoara/475/partener,Internațional 
27,Casa Moc,https://tazz.ro/timisoara/casa-moc/3921/partener,Internațional 
28,McDonald’s Stadion Timisoara,https://tazz.ro/timisoara/mcdonald-s-stadion-timisoara/1415/partener,American 
29,KFC Timisoara Centru,https://tazz.ro/timisoara/kfc-timisoara-centru/1734/partener,American 
30,Pizza No.1,https://tazz.ro/timisoara/pizza-no-1/4814/partener,Internațional 
31,KFC Shopping City Timisoara,https://tazz.ro/timisoara/kfc-shopping-city-timisoara/1769/partener,American 
32,Falafel King Iulius Town,https://tazz.ro/timisoara/falafel-king-iulius-town/3953/partener,Oriental 
33,Greek Mam,https://tazz.ro/timisoara/greek-mam/4571/partener,Grecesc 
34,Falafel King Centru,https://tazz.ro/timisoara/falafel-king-centru/3954/partener,Oriental 
35,Ricci Delivery,https://tazz.ro/timisoara/ricci-delivery/141/partener,Internațional 
36,FRYDAY,https://tazz.ro/timisoara/fryday/4584/partener,Internațional 
37,Pizza Delly,https://tazz.ro/timisoara/pizza-delly/278/partener,Italian 
38,Bassam`s,https://tazz.ro/timisoara/bassam-s/4643/partener,Internațional 
39,Manay Iulius Mall,https://tazz.ro/timisoara/manay-iulius-mall/3830/partener,Internațional 
40,WestSide Krust,https://tazz.ro/timisoara/westside-krust/4504/partener,Italian 
41,Gustari Magice,https://tazz.ro/timisoara/gustari-magice/4259/partener,Internațional 
42,Vurgăr Caravan Buziasului,https://tazz.ro/timisoara/vurgar-caravan-buziasului/4533/partener,Românesc 
43,Argentinian Steakhouse,https://tazz.ro/timisoara/argentinian-steakhouse/4590/partener,Internațional 
44,Vegline,https://tazz.ro/timisoara/vegline/4349/partener,Internațional 
45,Mozaic Indian Food,https://tazz.ro/timisoara/mozaic-indian-food/4924/partener,Internațional 
46,La Padure,https://tazz.ro/timisoara/la-padure/4568/partener,Internațional 
47,Neata Omelette Bistro,https://tazz.ro/timisoara/neata-omelette-bistro/1812/partener,Internațional 
48,Trio Giroc,https://tazz.ro/timisoara/trio-giroc/4083/partener,Internațional 
49,Restaurant Sabres,https://tazz.ro/timisoara/restaurant-sabres/18/partener,Mediteranean 
50,Antalya,https://tazz.ro/timisoara/antalya/33/partener,Turcesc 
51,Music Pizza,https://tazz.ro/timisoara/music-pizza/4761/partener,Internațional 
52,Jack`s Bistro,https://tazz.ro/timisoara/jack-s-bistro/1795/partener,Internațional 
53,August Pasta Bar,https://tazz.ro/timisoara/august-pasta-bar/519/partener,Italian 
54,BIOfresh,https://tazz.ro/timisoara/biofresh/167/partener,Internațional 
55,Restaurant Nora,https://tazz.ro/timisoara/restaurant-nora/36/partener,Românesc 
56,Vega Bega,https://tazz.ro/timisoara/vega-bega/4724/partener,Internațional 
57,Cowboys,https://tazz.ro/timisoara/cowboys/4210/partener,American 
58,Bisanco Food House,https://tazz.ro/timisoara/bisanco-food-house/4657/partener,Internațional 
59,La Renaissance,https://tazz.ro/timisoara/la-renaissance/346/partener,Internațional 
60,La Falafel,https://tazz.ro/timisoara/la-falafel/4399/partener,Internațional 
61,Falafel Food,https://tazz.ro/timisoara/falafel-food/4404/partener,Internațional 
62,Restaurant Aragosta,https://tazz.ro/timisoara/restaurant-aragosta/4832/partener,Internațional 
63,Jolie Bistro,https://tazz.ro/timisoara/jolie-bistro/4649/partener,Internațional 
64,Vurgăr Caravan Piata 700,https://tazz.ro/timisoara/vurgar-caravan-piata-700/4528/partener,Românesc 
65,Bahar Bistro,https://tazz.ro/timisoara/bahar-bistro/4911/partener,Internațional 
66,La Riviera,https://tazz.ro/timisoara/la-riviera/4893/partener,Internațional 
67,Pauza Mică by Selgros Timisoara,https://tazz.ro/timisoara/pauza-mica-by-selgros-timisoara/3759/partener,Românesc 
68,Beef Burger,https://tazz.ro/timisoara/beef-burger/4866/partener,Internațional 
69,Fresh Kebab FoodTruck,https://tazz.ro/timisoara/fresh-kebab-foodtruck/4563/partener,Internațional 
70,Gelateria Hugo e Amici,https://tazz.ro/timisoara/gelateria-hugo-e-amici/4282/partener,Italian 
71,Intens Doner,https://tazz.ro/timisoara/intens-doner/4850/partener,Internațional 
72,La Grecu,https://tazz.ro/timisoara/la-grecu/4610/partener,Internațional 
73,Pizzeria Restaurant delVecchio,https://tazz.ro/timisoara/pizzeria-restaurant-delvecchio/579/partener,Italian 
