"Str. Martin Nicoara Elena, Nr. 3","Marți  10:00 - 21:45
Miercuri  10:00 - 21:45
Joi  10:00 - 21:45
Vineri  11:00 - 23:45
Sâmbătă  11:00 - 23:45
"
"Str. Salcamilor, Nr. 32","Luni  11:00 - 21:30
Marți  11:00 - 21:30
Miercuri  11:00 - 21:30
Joi  11:00 - 21:30
Vineri  11:00 - 21:30
Sâmbătă  11:00 - 21:30
Duminică  11:00 - 21:30
"
Str.Francesco Griselini Nr.2,"Luni  10:30 - 15:30
Marți  10:30 - 15:30
Miercuri  10:30 - 15:30
Joi  10:30 - 15:30
Vineri  10:30 - 15:30
"
Str. Gheorghe Lazar Nr. 26 ( Langa Kaufland ),"Luni  11:00 - 19:45
Marți  11:00 - 19:45
Miercuri  11:00 - 19:45
Joi  11:00 - 19:45
Vineri  11:00 - 19:45
Sâmbătă  13:00 - 19:45
"
"Str. Martin Nicoara Elena, Nr. 3","Marți  10:00 - 21:45
Miercuri  10:00 - 21:45
Joi  10:00 - 21:45
Vineri  11:00 - 23:45
Sâmbătă  11:00 - 23:45
"
Calea Torontalului nr. 1A,"Luni  11:00 - 24:00
Marți  11:00 - 24:00
Miercuri  11:00 - 24:00
Joi  11:00 - 24:00
Vineri  11:00 - 24:00
Sâmbătă  11:00 - 24:00
Duminică  11:00 - 24:00
"
"Str. Miresei, nr.1","Luni  11:00 - 21:30
Marți  11:00 - 21:30
Miercuri  11:00 - 21:30
Joi  11:00 - 21:30
Vineri  11:00 - 21:30
Sâmbătă  11:00 - 21:30
Duminică  11:00 - 21:30
"
"Str. Avram Imbroane, Nr.90","Luni  11:00 - 20:00
Marți  10:00 - 18:00
Miercuri  10:00 - 18:00
Joi  11:00 - 20:00
Vineri  11:00 - 20:00
Sâmbătă  11:00 - 20:00
Duminică  11:00 - 20:00
"
"Piata Unirii, nr.4","Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
Duminică  11:00 - 22:00
"
"Str. Semenic, Nr. 22","Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
Duminică  12:00 - 22:00
"
blv.Vasile Parvan nr. 9,"Luni  10:00 - 20:00
Marți  10:00 - 20:00
Miercuri  10:00 - 20:00
Joi  10:00 - 20:00
Vineri  10:00 - 20:00
Sâmbătă  11:00 - 20:00
Duminică  11:00 - 20:00
"
Splaiul Nistrului nr. 1,"Luni  11:00 - 20:30
Marți  11:00 - 20:30
Miercuri  11:00 - 20:30
Joi  11:00 - 20:30
Vineri  11:00 - 20:30
Sâmbătă  11:00 - 20:30
Duminică  11:00 - 20:30
"
Strada GOSPODARILOR NR 13,"Luni  10:00 - 16:00
Marți  10:00 - 16:00
Miercuri  10:00 - 16:00
Joi  10:00 - 16:00
Vineri  10:00 - 16:00
"
Str. Vadul Calugareni nr.1,"Luni  12:00 - 20:30
Marți  12:00 - 20:30
Miercuri  12:00 - 20:30
Joi  12:00 - 20:30
Vineri  12:00 - 20:30
Sâmbătă  12:00 - 20:30
Duminică  12:00 - 20:30
"
Ion Mihalache Nr 4,"Luni  12:00 - 22:00
Marți  11:15 - 21:30
Miercuri  12:00 - 22:00
Joi  12:00 - 22:00
Vineri  12:00 - 22:00
Sâmbătă  12:00 - 22:00
Duminică  12:00 - 19:30
"
"Str. Vasile Alecsandri, Nr. 3 SAD 1/A","Luni  09:00 - 21:00
Marți  09:00 - 21:00
Miercuri  09:00 - 21:00
Joi  09:00 - 21:00
Vineri  09:00 - 21:00
Sâmbătă  10:00 - 21:00
Duminică  10:00 - 21:00
"
"STR. CORIOLAN BREDICEANU, NR 2","Luni  10:00 - 21:00
Marți  10:00 - 21:00
Miercuri  10:00 - 21:00
Joi  10:00 - 21:00
Vineri  10:00 - 21:00
Sâmbătă  10:00 - 21:00
Duminică  10:00 - 21:00
"
"Str Arinului nr. 64, Dumbravita","Luni  08:00 - 22:00
Marți  08:00 - 22:00
Miercuri  08:00 - 22:00
Joi  08:00 - 22:00
Vineri  08:00 - 22:00
Sâmbătă  08:00 - 22:00
Duminică  08:00 - 22:00
"
"Bd. Vasile Parvan, nr. 5","Luni  11:00 - 21:00
Marți  11:00 - 21:00
Miercuri  11:00 - 21:00
Joi  11:00 - 21:00
Vineri  11:00 - 21:00
Sâmbătă  12:00 - 21:00
Duminică  12:00 - 21:00
"
Piata Victoriei nr. 3,"Luni  10:00 - 21:00
Marți  10:00 - 21:00
Miercuri  10:00 - 21:00
Joi  10:00 - 21:00
Vineri  10:00 - 21:00
Sâmbătă  10:00 - 21:00
Duminică  10:00 - 21:00
"
"Str. Marasesti, nr. 12","Luni  10:00 - 22:45
Marți  13:30 - 22:45
Miercuri  10:00 - 22:45
Joi  10:00 - 22:45
Vineri  10:00 - 22:45
Sâmbătă  11:00 - 22:45
Duminică  11:00 - 22:45
"
"Str. Conac, Nr. 55, Dumbravita","Luni  10:00 - 21:00
Marți  09:30 - 20:30
Miercuri  09:30 - 20:30
Joi  09:30 - 20:30
Vineri  09:30 - 20:30
Sâmbătă  09:30 - 20:30
Duminică  09:30 - 20:30
"
"Str. George Cosbuc, nr. 1","Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
Duminică  11:00 - 22:00
"
"Parcul Justitiei, nr. 1","Luni  10:00 - 21:30
Marți  10:00 - 21:30
Miercuri  10:00 - 21:30
Joi  10:00 - 21:30
Vineri  10:00 - 21:30
Sâmbătă  10:00 - 21:30
Duminică  10:00 - 21:30
"
"Parcul Justitiei, nr. 1","Luni  10:00 - 21:30
Marți  10:00 - 21:30
Miercuri  10:00 - 21:30
Joi  10:00 - 21:30
Vineri  10:00 - 21:30
Sâmbătă  10:00 - 21:30
Duminică  10:00 - 21:30
"
Strada Divizia 9 Cavalerie,"Luni  10:00 - 20:45
Marți  10:00 - 20:45
Miercuri  10:00 - 20:45
Joi  10:00 - 20:45
Vineri  10:00 - 20:45
Sâmbătă  10:00 - 20:45
Duminică  11:00 - 20:45
"
"Str. Bucovinei, Nr. 49, Timisoara","Luni  15:00 - 23:00
Marți  15:00 - 23:00
Miercuri  15:00 - 23:00
Joi  15:00 - 23:00
Vineri  15:00 - 23:00
Sâmbătă  12:00 - 23:00
Duminică  12:00 - 22:00
"
Blv revolutiei 1989 nr 7,"Luni  10:00 - 21:45
Marți  10:00 - 21:45
Miercuri  10:00 - 21:45
Joi  10:00 - 21:45
Vineri  10:00 - 21:45
Sâmbătă  10:00 - 21:45
Duminică  10:00 - 21:45
"
Aleea F.C. Ripensia 6,"Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
"
Florimund mercy 7,"Luni  10:00 - 22:00
Marți  10:00 - 22:00
Miercuri  10:00 - 22:00
Joi  10:00 - 22:00
Vineri  10:00 - 22:00
Sâmbătă  10:00 - 22:00
Duminică  10:00 - 22:00
"
"Sf. Apostoli Petru si Pavel, Nr. 38","Luni  08:00 - 22:00
Marți  08:00 - 22:00
Miercuri  08:00 - 22:00
Joi  08:00 - 22:00
Vineri  08:00 - 22:00
Sâmbătă  08:00 - 22:00
"
"Aristide Demetriade, Nr. 1, Iulius Town","Luni  10:00 - 21:00
Marți  10:00 - 21:00
Miercuri  10:00 - 21:00
Joi  10:00 - 21:00
Vineri  10:00 - 21:00
Sâmbătă  10:00 - 21:00
Duminică  10:00 - 21:00
"
"Str.Eugeniu de Savoya,nr.4","Luni  10:00 - 21:00
Marți  10:00 - 21:00
Miercuri  10:00 - 21:00
Joi  10:00 - 21:00
Vineri  10:00 - 21:00
Sâmbătă  12:00 - 21:00
Duminică  12:00 - 21:00
"
"Calea Sever Bocu, Nr. 82","Luni  09:00 - 22:00
Marți  09:00 - 22:00
Miercuri  09:00 - 22:00
Joi  09:00 - 22:00
Vineri  09:00 - 22:00
Sâmbătă  09:00 - 22:00
Duminică  09:00 - 22:00
"
Bulevardul Liviu Rebreanu,"Luni  10:00 - 22:00
Marți  10:00 - 22:00
Miercuri  10:00 - 22:00
Joi  10:00 - 22:00
Vineri  10:00 - 22:00
Sâmbătă  10:00 - 22:00
Duminică  10:00 - 22:00
"
"Str. Pictor Theodor Aman, Nr.4","Luni  00:00 - 01:45
Marți  09:00 - 23:00
Miercuri  00:00 - 01:45
Joi  00:00 - 01:45
Vineri  09:00 - 24:00
Sâmbătă  00:00 - 01:45
Duminică  00:00 - 01:45
"
Str. Goethe Nr. 2,"Luni  10:00 - 21:45
Marți  10:00 - 21:45
Miercuri  10:00 - 21:45
Joi  10:00 - 21:45
Vineri  10:00 - 21:45
Sâmbătă  10:00 - 21:45
Duminică  10:00 - 21:45
"
Calea Sagului nr 22 (intrarea Blv Dambovita),"Luni  10:00 - 18:00
Marți  10:00 - 18:00
Miercuri  10:00 - 18:00
Joi  10:00 - 18:00
Vineri  10:00 - 18:00
Sâmbătă  10:00 - 16:30
Duminică  10:00 - 16:30
"
Calea Sagului nr. 100,"Luni  10:00 - 21:45
Marți  10:00 - 21:45
Miercuri  10:00 - 21:45
Joi  10:00 - 21:45
Vineri  10:00 - 21:45
Sâmbătă  10:00 - 21:45
Duminică  10:00 - 21:45
"
"Piața Consiliul Europei, Nr.2","Luni  10:00 - 21:00
Marți  10:00 - 21:00
Miercuri  10:00 - 21:00
Joi  10:00 - 21:00
Vineri  10:00 - 21:00
Sâmbătă  10:00 - 21:00
Duminică  10:00 - 21:00
"
"Piata Victoriei, Nr. 3","Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
Duminică  11:00 - 22:00
"
"Str. Proclamatia de la Timisoara, Nr.7, Ap.2","Luni  10:00 - 19:30
Marți  10:00 - 19:30
Miercuri  10:00 - 19:30
Joi  10:00 - 19:30
Vineri  10:00 - 19:30
Sâmbătă  10:00 - 18:30
"
"Piata Victoriei, Nr. 3","Luni  11:00 - 22:00
Marți  11:00 - 22:00
Miercuri  11:00 - 22:00
Joi  11:00 - 22:00
Vineri  11:00 - 22:00
Sâmbătă  11:00 - 22:00
Duminică  11:00 - 22:00
"
"Str. Aurelianus, nr. 7 A","Luni  09:30 - 22:00
Marți  09:30 - 22:00
Miercuri  09:30 - 22:00
Joi  09:30 - 22:00
Vineri  09:30 - 22:00
Sâmbătă  09:30 - 22:00
Duminică  10:00 - 22:00
"
"Str. Conac, Nr. 55, Dumbravita","Luni  09:30 - 20:30
Marți  09:30 - 20:30
Miercuri  09:30 - 20:30
Joi  09:30 - 20:30
Vineri  09:30 - 20:30
Sâmbătă  09:30 - 20:30
Duminică  09:30 - 20:30
"
"Calea Buziasului, strada Siemens nr. 1","Luni  11:00 - 15:00
Marți  11:00 - 15:00
Miercuri  11:00 - 15:00
Joi  11:00 - 15:00
Vineri  11:00 - 15:00
"
"Gh lazar 9 B, Piata 700","Luni  11:00 - 15:00
Marți  11:00 - 15:00
Miercuri  11:00 - 15:00
Joi  11:00 - 15:00
Vineri  11:00 - 15:00
"
Strada Alba Iulia Nr 5,"Luni  08:00 - 17:00
Marți  08:00 - 17:00
Miercuri  08:00 - 17:00
Joi  08:00 - 17:00
Vineri  08:00 - 17:00
Sâmbătă  10:00 - 17:00
Duminică  10:00 - 17:00
"
Intrarea Martir Ianoș Paris nr. 17,"Luni  11:00 - 21:30
Marți  11:00 - 21:30
Miercuri  11:00 - 21:30
Joi  11:00 - 21:30
Vineri  11:00 - 21:30
Sâmbătă  11:00 - 21:30
Duminică  11:00 - 21:30
"
"Eugeniu de Savoya, Nr. 8","Luni  11:30 - 19:30
Marți  11:30 - 19:30
Miercuri  11:30 - 19:30
Joi  11:30 - 19:30
Vineri  11:30 - 19:30
Sâmbătă  11:30 - 19:30
Duminică  11:30 - 19:30
"
"Str. Mărășești, Nr. 9","Luni  10:30 - 21:30
Marți  10:30 - 21:30
Miercuri  10:30 - 21:30
Joi  10:30 - 21:30
Vineri  10:30 - 21:30
Sâmbătă  10:30 - 21:30
Duminică  10:30 - 21:30
"
