Category,Sub-Category,Product Name,Price,URL
Helados,Tartas Veganas,Cheezcake New York vegano y sin gluten 400g,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Chocolate Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Strawberry Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Key Lime Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Pack de Veganos,Pack 2x Ben & Jerry's helado vegan cookie dough 465ml,"GEL12,89",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Helado de vainilla vegano y sin gluten 3u,"GEL4,89",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Helado Ben & Jerry's Vegan Cookie Dough 465ml,"GEL6,49",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Ben & Jerry's helado vegan chocolate fudge brownie 465ml,"GEL6,49",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Cheezcake New York vegano y sin gluten 400g,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Chocolate Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Strawberry Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Key Lime Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Mochi,Toy Mochi Chocolate (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Coffee Espresso (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Cream (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Pistacchio di Bronte (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Chocolate (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Coffee Espresso (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Cream (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Pistacchio di Bronte (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Pack Tarrinas,Pack Magnum Almond + White Chocolate + Double Salted 3x440ml,19 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Afterparty,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Helado Ben&Jerry's Choco Brownie&Cookie Dough 2x465ml,13 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Ben & Jerry's Cookie Dough + Netflix & Chilll'd 2x465ml,12 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Ben&Jerry's Cookie Dough 465ml + Magnum Almendras 440ml,12 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Helado H√§agen-Dazs Macadamia+Cookies&Cream 2x460ml,13 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack Tarrinas,Pack Helado Haagen Dazs Macadamia Helado 2x460ml,13 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's Cookie Dough 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's Chocolate Fudge Brownie 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's Strawberry Cheesecake 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's S'Wich Up 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's Vegan Cookie Dough 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Ben & Jerry's helado Netflix & Chilll¬¥d 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Ben & Jerry's helado vegan chocolate fudge brownie 465ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Helado Ben & Jerry's Cookie Dough 100ml,2 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum Helado classic Tarrina 450ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum helado Almendras 450ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum Tarrina Chocolate blanco 450ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum helado Doble Sal Caramelo 440ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum helado White Chocolate & Cookies 440ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Magnum Tarrina Doble Chocolate 440ml,6 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Vanilla & Caramel Brownie 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Macadamia 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Cheesecake 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Chocolate Belga 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Dulce de Leche 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado Cookies & Cream 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,H√§agen-Dazs helado fresa 460ml,7 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Tarrinas,Carte D'Or helado vainilla 1L,4 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Bombones,Franui Leche,5 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Bombones,Franui Negro,5 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Bombones,Combo Franui Mix (3u),15 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Bombones,Combo Franui Mix (4u),19 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Bombones,Combo Franui (3u),15 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923488/
Helados,Pack de Palo y Conos,Pack 2x Frigo Magnum helado White Chocolate Cookie 3uds.,"7,89 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum,Frigo Magnum helado Bomb√≥n After Dinner 10u 350ml,"4,79 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum,Frigo Magnum helado Doble Chocolate 3u,"3,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum,Frigo Magnum helado Cl√°sico 3u,"3,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum,Frigo Magnum helado White Chocolate Cookie 3u,"3,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum,Frigo Magnum helado Frac 3u,"3,29 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum Mini,Frigo Magnum helado Mix Mini 6u,"4,29 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum Mini,Frigo Magnum helado mini Double Chocolate 6u,"3,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum Mini,Frigo Magnum mini almendras helado 6u,"4,29 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Magnum Mini,Frigo Magnum helado Mini White Chocolate & Cookies 6u,"4,29 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Conos,Frigo Cornetto helado Mix Mini 6u,"2,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Conos,Frigo Cornetto Go helado 4x68ml,"4,89 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Conos,Frigo Cornetto helado Cl√°sico 6u,"4,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Conos,Frigo Cornetto helado Vainilla 6u,"3,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Conos,Frigo Cornetto Mini helado chocolate 6u,"3,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923153/
Helados,Pack de Sandwich y Hielo,Pack 2x Ben & Jerry's Helado S'wich Cookie Dough,"5,98 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Sandwich,Ben & Jerry's helado S'wich Cookie Dough 80ml,"2,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Sandwich,Oreo s√°ndwich helado 6u 198g,"3,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Sandwich,Nestl√© Maxibon nata helado 4u 408g,"4,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Sandwich,Nestl√© Maxibon mini nata helado 6u 325g,"4,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Sandwich,Frigo Cornetto Go helado 4x68ml,"4,89 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Hielo,Calippo Lima Lim√≥n Frigo Caja 5u 525ml,"4,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923117/
Helados,Tarta Helada,Frigo Comtessa XXL 1L,4 –≥—Ä–Ω.,https://glovoapp.com/en/bcn/store/super-glovo/collection/151923620/
Helados,Pack de Veganos,Pack 2x Ben & Jerry's helado vegan cookie dough 465ml,"GEL12,89",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Helado de vainilla vegano y sin gluten 3u,"GEL4,89",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Helado Ben & Jerry's Vegan Cookie Dough 465ml,"GEL6,49",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Helados veganos,Ben & Jerry's helado vegan chocolate fudge brownie 465ml,"GEL6,49",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Cheezcake New York vegano y sin gluten 400g,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Chocolate Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Strawberry Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Tartas Veganas,Key Lime Cheezcake,"GEL5,99",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923940/
Helados,Mochi,Toy Mochi Chocolate (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Coffee Espresso (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Cream (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Helados,Mochi,Toy Mochi Pistacchio di Bronte (2 piezas),"KZT6,50",https://glovoapp.com/en/bcn/store/super-glovo/collection/151924086/
Snacks Salados,Packs Snacks,Pack Gourmet,"17,00 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Packs Snacks,Pack Aperitivo Cl√°sico,"13,68 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Packs Snacks,Pack Pringles,"5,97 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Lay's Gourmet 180g,"2,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Lay's Receta Campesinas 160g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Lay's Vinagreta patatas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Lay's Al Punto de Sal patatas 160g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Lay's Poppables sal marina 90g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Lay¬¥s sal original 282g,"2,39 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Ruffles Original Patatas Fritas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Ruffles jam√≥n patatas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Ruffles York'eso 160g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Sunbites al toque de sal marina 95g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos Gustosine 96g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos sticks snack 96g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos Pandilla 75g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos Pelotazos 130g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Lay's Bocabits 84g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Matutano Bugles 3D original 100g,"2,29 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Fritos barbacoa 156g,"1,39 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Sunbites al toque de sal marina 95g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Sunbites cheddar y cebolla caramelizada 95g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Sea Salt chips 85g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Barbecue chips 85g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Chips de Coco con Chocolate BIO,"0,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Snack Takis Fuego 150G,"1,39 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Takis Queso 90g,"1,35 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Takis Xtra Hot 90g,"1,00 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Doritos Bits Twisties 115g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Tendilla torrezno frito 150g,"2,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Nachos,Doritos Tex-Mex 150g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Nachos,Doritos Chilli 150g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Nachos,Old El Paso Nachips 200g,"2,79 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Nachos,Nachos de ma√≠z y garbanzo BIO 125g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Pringles,Patatas Pringles Original 165g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Pringles,Patatas Pringles Cream&Onion 165g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Pringles,Patats Pringles Paprika 165g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Pringles,Patatas Pringles jam√≥n 165g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Packs Snacks,Pack Gourmet,"17,00 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Packs Snacks,Pack Aperitivo Cl√°sico,"13,68 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Packs Snacks,Pack Pringles,"5,97 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Lay's Gourmet 180g,"2,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Lay's Receta Campesinas 160g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Lay's Vinagreta patatas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Lay's Al Punto de Sal patatas 160g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Lay's Poppables sal marina 90g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Lay¬¥s sal original 282g,"2,39 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Ruffles Original Patatas Fritas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Ruffles jam√≥n patatas 160g,"1,59 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Patatas Fritas Ruffles York'eso 160g,"1,69 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,Patatas Fritas,Sunbites al toque de sal marina 95g,"1,99 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos Gustosine 96g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos sticks snack 96g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
Snacks Salados,M√°s Sabores,Cheetos Pandilla 75g,"1,49 Ä",https://glovoapp.com/en/bcn/store/super-glovo/collection/151923181/
